job_title,category,salary
Software Support Engineer,Information Technology,83300
Software Test Engineer,Information Technology,86740
Software Tester,Information Technology,87040
Solutions Architect,Information Technology,134600
Solutions Consultant,Information Technology,112180
Storage Engineer,Information Technology,83100
Supervisor,Information Technology,66680
Support Analyst,Information Technology,88620
Support Specialist,Information Technology,105300
Support Team Leader,Information Technology,98820
System Administrator,Information Technology,91520
Systems Analyst,Information Technology,98000
Systems Architect,Information Technology,95600
Systems Consultant,Information Technology,119900
Systems Engineer,Information Technology,80840
Systems Integration Analyst,Information Technology,99340
Systems Integrator,Information Technology,96220
Technical Analyst,Information Technology,86760
Technical Consultant,Information Technology,109460
Technical Manager,Information Technology,103260
Technical Project Manager,Information Technology,130400
Technical Sales,Information Technology,102380
Technical Trainer,Information Technology,103440
Technical Writer,Information Technology,88580
Technology Business Analyst,Information Technology,104440
Technology Director,Information Technology,174000
Technology Specialist,Information Technology,125100
Technology Vice President,Information Technology,137400
Teradata Developer,Information Technology,82920
Test Analyst,Information Technology,96720
Tester,Information Technology,80800
Testing Manager,Information Technology,128900
TIBCO Developer,Information Technology,84800
UI Engineer,Information Technology,97640
UNIX Administrator,Information Technology,99460
Usability Engineer,Information Technology,91660
User Experience Consultant,Information Technology,107860
User Experience Design Expert,Information Technology,111240
User Experience Designer,Information Technology,91520
User Experience Researcher,Information Technology,107820
User Interface Designer,Information Technology,92680
User Support Engineer,Information Technology,86520
VB Developer,Information Technology,80480
VB.NET Developer,Information Technology,101120
Video Game Designer,Information Technology,83140
Visual Basic Developer,Information Technology,76280
Visual Information Specialist,Information Technology,89280
Web Applications Manager,Information Technology,119700
Web Content Specialist,Information Technology,112660
Web Designer,Information Technology,88240
Web Developer,Information Technology,84880
Web Editor,Information Technology,84800
Web Project Manager,Information Technology,115080
Web Promotions Specialist,Information Technology,99560
Web Security Administrator,Information Technology,97880
Web Security Manager,Information Technology,152000
Web Support Analyst,Information Technology,78160
Web Writer,Information Technology,80840
Webmaster,Information Technology,82160
Windows System Administrator,Information Technology,88580
Wireless Consultant,Information Technology,119700
Writer and Documentor,Information Technology,87880
Actuarial Analyst,Insurance,136100
Actuarial Assistant,Insurance,102020
Actuarial Specialist,Insurance,98120
Actuary,Insurance,148300
Adjustment Insurance Clerk,Insurance,40140
Assistant Broker,Insurance,66100
Assistant Claims Manager,Insurance,107580
Associate Insurance Representative,Insurance,55840
Auditing Insurance Manager,Insurance,151800
Broker,Insurance,111240
Claim Advocacy Professional,Insurance,109740
Claims Adjuster,Insurance,41980
Claims Analyst,Insurance,53160
Claims Examiner,Insurance,52380
Claims Manager,Insurance,152300
Claims Processor,Insurance,40420
Claims Representative,Insurance,47720
Claims Resolution Specialist,Insurance,112000
Claims Supervisor,Insurance,102460
Complaints Specialist,Insurance,97460
Compliance Examiner,Insurance,100580
Compliance Officer,Insurance,87040
Compliance Reviewer,Insurance,94940
Consultant,Insurance,104060
Eligibility Interviewer,Insurance,114820
Eligibility Specialist,Insurance,107880
Insurance Account Manager,Insurance,125100
Insurance Accounts Executive,Insurance,109720
Insurance Adjuster,Insurance,93340
Insurance Agent,Insurance,61840
Insurance Analyst,Insurance,104500
Insurance Appraiser,Insurance,106980
Insurance Claims Clerk,Insurance,39800
Insurance Examiner,Insurance,92720
Insurance Investigator,Insurance,104080
Insurance Manager,Insurance,175900
Insurance Operations Manager,Insurance,180300
Insurance Policy Processing Clerk,Insurance,40240
Insurance Pricing Assistant,Insurance,82200
Insurance Program Manager,Insurance,134600
Insurance Project Manager,Insurance,136100
Insurance Quality Assurance Agent,Insurance,94800
Insurance Sales Agent,Insurance,60340
Insurance Sales Director,Insurance,176800
Insurance Sales Manager,Insurance,137400
Insurance Sales Representative,Insurance,57900
Insurance Team Leader,Insurance,109000
Insurance Underwriter,Insurance,80480
Loss Control Specialist,Insurance,103900
Loss Prevention Investigator,Insurance,105940
Loss Prevention Manager,Insurance,146200
Loss Prevention Specialist,Insurance,112180
Marine Underwriter,Insurance,76540
Medical Auditor,Insurance,105880
Monitoring and Performance Officer,Insurance,70840
Payment Services Specialist,Insurance,104600
Policy Change Director,Insurance,159500
Policy Change Supervisor,Insurance,118060
Policy Change Technician,Insurance,51400
Risk Analyst,Insurance,110340
Risk Management Director,Insurance,207700
Risk Management Supervisor,Insurance,128500
Risk Manager,Insurance,187300
Risk Modeling Manager,Insurance,201100
Title Insurance Typist,Insurance,84580
Training Manager,Insurance,116180
Accreditation Coordinator,Law Enforcement / Security / Fire,87940
Accreditation Manager,Law Enforcement / Security / Fire,123400
Advocate,Law Enforcement / Security / Fire,74300
Armed Security Officer,Law Enforcement / Security / Fire,74940
Company Guard,Law Enforcement / Security / Fire,37800
Control Room Operator,Law Enforcement / Security / Fire,33440
Correctional Officer,Law Enforcement / Security / Fire,60020
Criminal Investigator,Law Enforcement / Security / Fire,119700
Facility Monitor,Law Enforcement / Security / Fire,60600
Fire Chief,Law Enforcement / Security / Fire,116780
Fire Dispatcher,Law Enforcement / Security / Fire,57320
Fire Education Specialist,Law Enforcement / Security / Fire,93340
Fire Extinguisher Technician,Law Enforcement / Security / Fire,35260
Fire Fighter,Law Enforcement / Security / Fire,57820
Fire Inspector,Law Enforcement / Security / Fire,104500
Fire Investigator,Law Enforcement / Security / Fire,111920
Fire Prevention Engineer,Law Enforcement / Security / Fire,98000
Fire Prevention Officer,Law Enforcement / Security / Fire,80840
Fire Protection Specialist,Law Enforcement / Security / Fire,91840
Forensic Investigator,Law Enforcement / Security / Fire,102240
Forensic Science Technician,Law Enforcement / Security / Fire,102720
Fraud and Forensic Specialist,Law Enforcement / Security / Fire,113840
Fraud Examiner,Law Enforcement / Security / Fire,115560
Grants Specialist,Law Enforcement / Security / Fire,136100
Intellectual Property Associate,Law Enforcement / Security / Fire,100580
Intelligence Research Specialist,Law Enforcement / Security / Fire,159500
Investigator,Law Enforcement / Security / Fire,112420
Jail Officer,Law Enforcement / Security / Fire,47540
Juvenile Probation Officer,Law Enforcement / Security / Fire,77640
Juvenile Supervision Officer,Law Enforcement / Security / Fire,80540
Lock-Smith,Law Enforcement / Security / Fire,31040
Parole Officer,Law Enforcement / Security / Fire,56640
Police Captain,Law Enforcement / Security / Fire,128900
Police Communications Officer,Law Enforcement / Security / Fire,72740
Police Officer,Law Enforcement / Security / Fire,64560
Police Patrol Officer,Law Enforcement / Security / Fire,54500
Prison Officer,Law Enforcement / Security / Fire,46720
Prisoner Custody Officer,Law Enforcement / Security / Fire,42320
Private Detective / Investigator,Law Enforcement / Security / Fire,109340
Security Adviser,Law Enforcement / Security / Fire,112000
Security Guard,Law Enforcement / Security / Fire,29600
Security Management Specialist,Law Enforcement / Security / Fire,157600
Security Manager,Law Enforcement / Security / Fire,152100
Security Officer,Law Enforcement / Security / Fire,38060
Security Supervisor,Law Enforcement / Security / Fire,85880
Security Systems Installer,Law Enforcement / Security / Fire,82200
